episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,31.0,7.081602592019806,1.9143276044314714,65.63446241104367,-8.364348411560059,0.5,[-8.364348411560059, 0.5],1.0,False,True,14.178725043852806,30,19.45218941118035,9.878,in_progress,0.0
0,32.0,7.107860781886218,1.9551181415428478,63.926617578116314,-14.011615514755249,0.5,[-14.011615514755249, 0.5],1.0,False,True,14.405986551356554,31,19.45218941118035,9.945,in_progress,0.0
0,33.0,7.136028374660926,1.9830622652959622,60.862126732401734,25.0,0.5,[25.0, 0.5],1.0,False,True,14.616689108614182,31,19.45218941118035,10.01,in_progress,0.0
0,34.0,7.159606064114594,2.0092025906251725,58.858956408227144,1.7641094326972961,0.5,[1.7641094326972961, 0.5],1.0,False,True,14.79424963740546,31,19.45218941118035,10.076,in_progress,0.0
0,35.0,7.179767378634053,2.042040188998854,58.799579419388955,20.684417486190796,0.80552539229393,[20.684417486190796, 0.80552539229393],1.0,False,True,14.978378518876278,32,19.45218941118035,10.143,in_progress,0.0
0,36.0,7.194383566925322,2.0822811831308234,60.73522460389577,-1.1926805973052979,0.5,[-1.1926805973052979, 0.5],0.5,False,True,15.209583792726303,32,19.45218941118035,10.207,in_progress,0.0
0,37.0,7.208413368109987,2.1266868356097106,62.96500824713033,13.480077981948853,0.7926987260580063,[13.480077981948853, 0.7926987260580063],0.5,False,True,15.41977008669976,33,19.45218941118035,10.274000000000001,in_progress,0.0
0,38.0,7.226201016328064,2.170796809925155,63.91241481082173,25.0,2.0965620782226324,[25.0, 2.0965620782226324],0.5,False,True,15.722418414375378,33,19.45218941118035,10.34,in_progress,0.0
0,39.0,7.243700275828721,2.2260844743550394,65.86039700045295,19.086612462997437,0.5,[19.086612462997437, 0.5],0.5,False,True,16.08327019735011,34,19.45218941118035,10.41,in_progress,0.0
0,40.0,7.254481996706034,2.287539809148266,69.26677798600016,25.0,1.416639804840088,[25.0, 1.416639804840088],0.1,False,True,16.382133220221153,35,19.45218941118035,10.476,in_progress,0.0
0,41.0,7.257896793324311,2.350967876858083,73.64750360948015,25.0,0.5127382129430771,[25.0, 0.5127382129430771],0.1,False,True,16.794862206041074,36,19.45218941118035,10.545,in_progress,0.0
0,42.0,7.253338491348698,2.4136812304598587,78.68073907444914,25.0,3.2298045307397842,[25.0, 3.2298045307397842],0.1,False,True,17.251552282079874,37,19.45218941118035,10.615,in_progress,0.0
0,43.0,7.2417464911527905,2.4810216261142815,84.30810257425038,23.05171847343445,2.8229935988783836,[23.05171847343445, 2.8229935988783836],0.1,False,True,17.741629210367094,38,19.45218941118035,10.675,in_progress,0.0
0,44.0,7.224169555862997,2.550730475047129,89.71898300065493,25.0,1.4807012677192688,[25.0, 1.4807012677192688],0.1,False,False,18.21373217721165,39,19.45218941118035,10.742,in_progress,0.0
0,45.0,7.190602970395624,2.6325331945272814,97.26837928209936,11.595172882080078,0.5,[11.595172882080078, 0.5],0.1,False,False,18.743591021885393,40,19.45218941118035,10.807,in_progress,0.0
0,46.0,7.153581121164633,2.7110625174645193,103.0931774925338,25.0,0.5,[25.0, 0.5],0.1,False,False,19.405354370126293,41,19.45218941118035,10.876,in_progress,0.0
0,47.0,7.115332463559872,2.7686282855034805,108.63554774608835,24.491602182388306,0.5,[24.491602182388306, 0.5],0.001,False,False,19.930043582042998,42,19.45218941118035,10.945,in_progress,0.0
0,48.0,7.075327675567363,2.809739630200468,114.42332175172622,2.6975440979003906,0.9607693701982498,[2.6975440979003906, 0.9607693701982498],0.001,False,False,20.43865303218139,43,19.45218941118035,11.009,in_progress,0.0
0,49.0,7.036578536197471,2.8530150230264764,118.36197000018988,0.9121459722518921,2.8417090848088264,[0.9121459722518921, 2.8417090848088264],0.001,False,False,20.99454975623733,45,19.45218941118035,11.077,in_progress,0.0
0,50.0,6.993354097886016,2.914220350183644,120.34351946173862,0.497153103351593,2.810183309018612,[0.497153103351593, 2.810183309018612],0.001,False,False,21.58335152161222,46,19.45218941118035,11.144,in_progress,0.0
0,51.0,6.951010063909706,2.980976555420781,120.9885160028597,3.8983027637004852,2.3520245300605893,[3.8983027637004852, 2.3520245300605893],0.1,False,False,22.072789929998848,47,19.45218941118035,11.208,in_progress,0.0
0,52.0,6.894683485645536,3.0623558034170895,122.30047090548642,-2.6324939727783203,2.880987510085106,[-2.6324939727783203, 2.880987510085106],0.1,False,False,22.628820968147988,48,19.45218941118035,11.276,in_progress,0.0
0,53.0,6.82603841154949,3.157490817865341,123.72939188384723,10.200945138931274,2.760880507528782,[10.200945138931274, 2.760880507528782],0.1,False,False,23.236610462736383,49,19.45218941118035,11.342,in_progress,0.0
0,54.0,6.735753097858724,3.2710097151031796,126.25329649128949,24.50346827507019,3.336593210697174,[24.50346827507019, 3.336593210697174],0.1,False,False,24.017205102472055,51,19.45218941118035,11.411,in_progress,0.0
0,55.0,6.645369174161706,3.3595848911290376,130.6867564841334,-7.472623586654663,3.470367655158043,[-7.472623586654663, 3.470367655158043],0.1,False,False,24.652976384111987,52,19.45218941118035,11.475,in_progress,0.0
0,56.0,6.528737097002487,3.469450638666028,134.16235809294975,-0.47307610511779785,1.5720798820257187,[-0.47307610511779785, 1.5720798820257187],0.1,False,True,25.460003100321867,54,19.45218941118035,11.542,in_progress,0.0
0,57.0,6.427080846251376,3.5870824076718706,132.54202944208131,1.84548020362854,3.698716402053833,[1.84548020362854, 3.698716402053833],0.5,False,True,26.243837873949893,56,19.45218941118035,11.61,in_progress,0.0
0,58.0,6.334866483669192,3.71399179241956,128.60426141398835,25.0,1.3007812201976776,[25.0, 1.3007812201976776],0.5,False,True,27.01541948341617,57,19.45218941118035,11.679,in_progress,0.0
0,59.0,6.2435316045332145,3.839073221330951,125.5194612411977,4.641967266798019,3.0215726494789124,[4.641967266798019, 3.0215726494789124],1.0,False,True,27.768724452618926,59,19.45218941118035,11.741,in_progress,0.0
0,60.0,6.15375238251439,3.9564633374622105,126.09428773836025,25.0,2.6428380496799946,[25.0, 2.6428380496799946],1.0,False,True,28.499546856661013,61,19.45218941118035,11.811,in_progress,0.0
0,61.0,6.0519388437646375,4.0812507562146285,127.79120548595726,12.18969464302063,0.5,[12.18969464302063, 0.5],1.0,False,True,29.29565653695257,62,19.45218941118035,11.876,in_progress,0.0
0,62.0,5.944048173673113,4.195060457190165,130.7730066971089,25.0,0.5,[25.0, 0.5],0.5,False,True,30.08594071502114,64,19.45218941118035,11.94,in_progress,0.0
0,63.0,5.839883235867419,4.288477878292041,134.46456885748142,25.0,0.5,[25.0, 0.5],0.5,False,True,30.811093722796734,65,19.45218941118035,12.008,in_progress,0.0
0,64.0,5.737730587888737,4.358205793756252,140.10233989726495,25.0,0.5,[25.0, 0.5],0.5,False,True,31.446230251552958,67,19.45218941118035,12.076,in_progress,0.0
0,65.0,5.652019359350342,4.4137062528364535,142.63682077932484,25.0,1.5493287146091461,[25.0, 1.5493287146091461],0.5,False,True,31.969829871233607,68,19.45218941118035,12.142,in_progress,0.0
0,66.0,5.562692216268128,4.46353185333624,145.77225944342672,21.63577437400818,2.236790318391286,[21.63577437400818, 2.236790318391286],0.5,False,True,32.48209476177979,69,19.45218941118035,12.213,in_progress,0.0
0,67.0,5.464511607991276,4.500708585803401,150.98552170506028,8.791819512844086,1.7540491670370102,[8.791819512844086, 1.7540491670370102],1.0,False,True,32.99287954856557,70,19.45218941118035,12.278,in_progress,0.0
0,68.0,5.356973736487047,4.528081358910957,156.90466828437417,15.883759260177612,0.5633211880922318,[15.883759260177612, 0.5633211880922318],1.0,False,True,33.536037046940805,71,19.45218941118035,12.343,in_progress,0.0
0,69.0,5.251648707772696,4.541005381784135,163.45821465087283,25.0,2.5425910018384457,[25.0, 2.5425910018384457],1.0,False,True,34.05375426908787,72,19.45218941118035,12.416,in_progress,0.0
0,70.0,5.1386492469361436,4.545063111431193,169.41630192198878,21.61986231803894,3.42797714471817,[21.61986231803894, 3.42797714471817],0.5,False,True,34.60635718610939,74,19.45218941118035,12.474,in_progress,0.0
0,71.0,5.024060509172758,4.534446354890946,176.2372599387025,16.53591752052307,2.3970482274889946,[16.53591752052307, 2.3970482274889946],0.5,False,True,35.16543267172598,75,19.45218941118035,12.542,in_progress,0.0
0,72.0,4.900180769490478,4.504310090027099,-175.34864179841767,1.37172132730484,0.9515007585287094,[1.37172132730484, 0.9515007585287094],0.1,False,True,35.880851397303715,76,19.45218941118035,12.609,in_progress,0.0
0,73.0,4.776063731411213,4.4649424729809954,-168.08161339500737,-15.0,4.0,[-15.0, 4.0],0.1,False,True,36.603796065958846,78,19.45218941118035,12.677,in_progress,0.0
0,74.0,4.662509582080334,4.427151872359077,-164.76381607980812,-15.0,3.9824080169200897,[-15.0, 3.9824080169200897],0.1,False,False,37.43510645597936,80,19.45218941118035,12.744,in_progress,0.0
0,75.0,4.525687884586738,4.400043719305968,-166.80035208348184,-15.0,4.0,[-15.0, 4.0],0.1,False,False,38.36760515456723,82,19.45218941118035,12.805,in_progress,0.0
0,76.0,4.379707391976147,4.389969964134101,-171.7337987861962,-7.589976787567139,0.5,[-7.589976787567139, 0.5],0.1,False,False,39.13861073220076,83,19.45218941118035,12.870000000000001,in_progress,0.0
0,77.0,4.2224394869978585,4.395256479182673,-178.71822811261129,-15.0,2.018204417079687,[-15.0, 2.018204417079687],0.5,False,True,39.884529817258134,85,19.45218941118035,12.943,in_progress,0.0
0,78.0,4.07853136593458,4.412549804570003,174.79504007507134,9.082732200622559,0.5,[9.082732200622559, 0.5],0.5,False,True,40.5600037018087,86,19.45218941118035,13.013,in_progress,0.0
0,79.0,3.942819134898235,4.42060540117657,172.84995124477217,9.668422043323517,1.266888588666916,[9.668422043323517, 1.266888588666916],1.0,False,True,41.191119136459584,88,19.45218941118035,13.077,in_progress,0.0
0,80.0,3.8253200440810113,4.414132683875819,176.73074271343867,11.296883821487427,0.9485364258289337,[11.296883821487427, 0.9485364258289337],1.0,False,True,41.771959325692286,89,19.45218941118035,13.144,in_progress,0.0
0,81.0,3.7210759496856283,4.394238400660061,-177.7351044152389,-15.0,0.5,[-15.0, 0.5],1.0,False,True,42.311602829599614,90,19.45218941118035,13.212,in_progress,0.0
0,82.0,3.625566914581958,4.3786696027401435,-175.2995492868674,21.68792963027954,0.5,[21.68792963027954, 0.5],1.0,False,True,42.79578478590775,91,19.45218941118035,13.273,in_progress,0.0
0,83.0,3.5572699496187328,4.370205689851062,-174.57804571063753,9.863620102405548,0.5,[9.863620102405548, 0.5],1.0,False,True,43.1322687743542,92,19.45218941118035,13.339,in_progress,0.0
0,84.0,3.4893821243021113,4.348166039674245,-171.04321703548013,-15.0,0.5,[-15.0, 0.5],0.5,False,True,43.456045946976104,92,19.45218941118035,13.414,in_progress,0.0
0,85.0,3.43709901667878,4.331190012676887,-169.09491100471104,-15.0,3.2253039479255676,[-15.0, 3.2253039479255676],0.5,False,True,43.71295158902847,93,19.45218941118035,13.474,in_progress,0.0
0,86.0,3.3808931257360304,4.322478926014858,-169.62636559011756,-15.0,4.0,[-15.0, 4.0],0.5,False,True,43.97342576159689,93,19.45218941118035,13.543,in_progress,0.0
0,87.0,3.3080815915702613,4.3236101178201665,-172.97764731430203,-15.0,2.9284964203834534,[-15.0, 2.9284964203834534],0.5,False,True,44.323657865309585,94,19.45218941118035,13.61,in_progress,0.0
0,88.0,3.2189791941734858,4.333235264456056,-177.51493174031566,-15.0,0.5,[-15.0, 0.5],0.5,False,True,44.77765327080363,95,19.45218941118035,13.674,in_progress,0.0
0,89.0,3.129744168723457,4.354570894171456,175.3593678750553,-3.2317721843719482,0.5,[-3.2317721843719482, 0.5],0.5,False,True,45.26317745996698,96,19.45218941118035,13.744,in_progress,0.0
0,90.0,3.0549634623192476,4.373542737983412,170.14954152908976,22.936630249023438,4.0,[22.936630249023438, 4.0],0.5,False,True,45.68140557467111,97,19.45218941118035,13.81,in_progress,0.0
0,91.0,2.983200966280111,4.388974867693565,169.39581488831365,25.0,1.479634664952755,[25.0, 1.479634664952755],0.5,False,True,46.05765022029739,98,19.45218941118035,13.872,in_progress,0.0
0,92.0,2.8992567596364966,4.384733023305564,173.58595634974807,22.25412130355835,3.904751241207123,[22.25412130355835, 3.904751241207123],0.5,False,True,46.50963693010767,99,19.45218941118035,13.939,in_progress,0.0
0,93.0,2.798947245818657,4.367630477212934,179.83745030627136,-13.569843769073486,0.5,[-13.569843769073486, 0.5],0.5,False,True,47.06481986957405,100,19.45218941118035,14.007,in_progress,0.0
0,94.0,2.708200649746679,4.347509005812053,-174.07454443836906,-15.0,1.4787192046642303,[-15.0, 1.4787192046642303],0.1,False,True,47.55316940003173,101,19.45218941118035,14.075,in_progress,0.0
0,95.0,2.6151731641285076,4.342361804472804,-174.66239216031744,-14.40157413482666,1.694215677678585,[-14.40157413482666, 1.694215677678585],0.1,False,True,48.06099668518547,102,19.45218941118035,14.143,in_progress,0.0
0,96.0,2.5150890376272654,4.348721067356518,-178.08824234755699,-8.61641526222229,0.5,[-8.61641526222229, 0.5],0.1,False,True,48.607751625407715,103,19.45218941118035,14.209,in_progress,0.0
0,97.0,2.4245393687892136,4.372803502195999,175.09362824396104,18.66793990135193,2.1566575570032,[18.66793990135193, 2.1566575570032],0.5,False,True,49.093603907468314,104,19.45218941118035,14.273,in_progress,0.0
0,98.0,2.335687976383653,4.400991467201912,169.47691896574167,6.992194056510925,1.142583966255188,[6.992194056510925, 1.142583966255188],0.5,False,True,49.549946036394324,105,19.45218941118035,14.341,in_progress,0.0
0,99.0,2.237801433660785,4.415060010401543,169.91203814821733,13.7594735622406,1.9961417615413666,[13.7594735622406, 1.9961417615413666],0.5,False,True,50.045242922142286,106,19.45218941118035,14.404,in_progress,0.0
0,100.0,2.141102305471871,4.4192737660930055,172.71113729757167,7.531470358371735,2.2855387246236205,[7.531470358371735, 2.2855387246236205],1.0,False,True,50.531668494253445,107,19.45218941118035,14.474,in_progress,0.0
0,101.0,2.029722951014294,4.417174951981195,176.1055180238716,-1.8171918392181396,0.9415644705295563,[-1.8171918392181396, 0.9415644705295563],1.0,False,True,51.09423409781599,109,19.45218941118035,14.539,in_progress,0.0
0,102.0,1.9151152631373773,4.421738743218258,176.76608158310592,19.123507738113403,1.7978420481085777,[19.123507738113403, 1.7978420481085777],1.0,False,True,51.667683689359976,110,19.45218941118035,14.61,in_progress,0.0
0,103.0,1.8095775316019516,4.425892063873469,177.19025762647158,25.0,0.9198623299598694,[25.0, 0.9198623299598694],1.0,False,True,52.195789141391515,111,19.45218941118035,14.675,in_progress,0.0
0,104.0,1.7074903151766,4.418011862473818,179.96254825041788,25.0,0.5,[25.0, 0.5],1.0,False,True,52.71641393409604,112,19.45218941118035,14.741,in_progress,0.0
0,105.0,1.6209026937443185,4.4059810855560455,-177.39978942743448,25.0,2.1503752348944545,[25.0, 2.1503752348944545],1.0,False,True,53.16484778107051,113,19.45218941118035,14.813,in_progress,0.0
0,106.0,1.535912632603868,4.381294190968242,-172.7888837286451,-0.4612159729003906,0.5,[-0.4612159729003906, 0.5],1.0,False,True,53.617563620160134,114,19.45218941118035,14.872,in_progress,0.0
0,107.0,1.4572751581959569,4.356560359534475,-169.39604594672633,25.0,0.6664815098047256,[25.0, 0.6664815098047256],1.0,False,True,54.03872336765634,115,19.45218941118035,14.938,in_progress,0.0
0,108.0,1.3921360528975717,4.340649642942093,-168.66474033179838,25.0,1.541001170873642,[25.0, 1.541001170873642],1.0,False,True,54.3824302282911,116,19.45218941118035,15.006,in_progress,0.0
0,109.0,1.3190282260219337,4.312535228268398,-165.72502947105633,25.0,0.5,[25.0, 0.5],1.0,False,True,54.77966907846519,116,19.45218941118035,15.071,in_progress,0.0
0,110.0,1.2611626545227947,4.272113193567013,-159.95708595182134,21.786917448043823,0.5,[21.786917448043823, 0.5],1.0,False,True,55.11593292850119,117,19.45218941118035,15.142,in_progress,0.0
0,111.0,1.210104002216297,4.227049702952369,-154.3257060496232,6.131003499031067,0.5,[6.131003499031067, 0.5],1.0,False,True,55.42393818280994,118,19.45218941118035,15.205,in_progress,0.0
0,112.0,1.170746486860454,4.193743427885585,-151.30871818045628,-10.944058895111084,0.5,[-10.944058895111084, 0.5],1.0,False,True,55.661964707242696,118,19.45218941118035,15.275,in_progress,0.0
0,113.0,1.1319820076427858,4.1690677934781695,-150.16222140954184,-15.0,0.5,[-15.0, 0.5],0.5,False,True,55.88530793882075,119,19.45218941118035,15.341,in_progress,0.0
0,114.0,1.0944861314154632,4.152731646964546,-151.25280212125062,2.61030375957489,0.5,[2.61030375957489, 0.5],0.5,False,True,56.09696070273975,119,19.45218941118035,15.41,in_progress,0.0
0,115.0,1.0563802281336307,4.135363241817955,-151.94405485553077,22.94983148574829,0.5,[22.94983148574829, 0.5],0.5,False,True,56.30870300948474,120,19.45218941118035,15.475,in_progress,0.0
0,116.0,1.0254423512769035,4.105289715453697,-149.1312484562405,6.722422540187836,0.5,[6.722422540187836, 0.5],0.5,False,True,56.51440933282831,120,19.45218941118035,15.544,in_progress,0.0
0,117.0,1.0002633726968382,4.077295203302814,-146.45714879647792,1.7605313658714294,1.8663288354873657,[1.7605313658714294, 1.8663288354873657],0.5,False,True,56.67756467498564,120,19.45218941118035,15.604,in_progress,0.0
0,118.0,0.9649431806955225,4.044389257153134,-144.6445370749023,1.1259618401527405,2.203862643800676,[1.1259618401527405, 2.203862643800676],0.1,False,True,56.8977017301197,121,19.45218941118035,15.678,in_progress,0.0
0,119.0,0.916812097787268,4.002732015432753,-143.30080119386147,25.0,2.8018080964684486,[25.0, 2.8018080964684486],0.1,False,True,57.20069867045623,122,19.45218941118035,15.745,in_progress,0.0
0,120.0,0.8664964820668279,3.9452397291073824,-139.58153779895073,14.752089977264404,2.576827432960272,[14.752089977264404, 2.576827432960272],0.1,False,True,57.60042358036985,123,19.45218941118035,15.811,in_progress,0.0
0,121.0,0.8158655831232249,3.861138249883706,-132.7915491324237,9.387911558151245,1.535060040652752,[9.387911558151245, 1.535060040652752],0.1,False,False,58.58850996245034,126,19.45218941118035,15.873,in_progress,0.0
0,122.0,0.7729505867777856,3.769644886271092,-126.21159429443324,19.94064450263977,1.0028000175952911,[19.94064450263977, 1.0028000175952911],0.1,False,False,59.61777340777088,128,19.45218941118035,15.944,in_progress,0.0
0,123.0,0.7428618336076653,3.6822133653170592,-119.64649128884737,13.542319536209106,1.9566226974129677,[13.542319536209106, 1.9566226974129677],0.1,False,False,60.51455398441018,130,19.45218941118035,16.008,in_progress,0.0
0,124.0,0.717241095329396,3.5838525063915543,-114.01289829743551,12.726129293441772,2.636108636856079,[12.726129293441772, 2.636108636856079],0.1,False,False,61.23179054886695,131,19.45218941118035,16.076,in_progress,0.0
0,125.0,0.7025497857719311,3.473111337290802,-107.28760903025594,3.153378814458847,3.4862592071294785,[3.153378814458847, 3.4862592071294785],0.1,False,False,61.822778497280396,132,19.45218941118035,16.143,in_progress,0.0
0,126.0,0.6929268438516697,3.348660506389373,-101.25629711042197,-3.5537564754486084,0.5,[-3.5537564754486084, 0.5],0.1,False,False,62.45713958348295,134,19.45218941118035,16.206,in_progress,0.0
0,127.0,0.6871778308332936,3.2189574163008468,-96.64110577364904,-6.260472536087036,1.8717873319983482,[-6.260472536087036, 1.8717873319983482],0.1,False,False,63.12432683152706,135,19.45218941118035,16.277,in_progress,0.0
0,128.0,0.6816322396509804,3.11009631123475,-95.20963535668206,-15.0,3.661610245704651,[-15.0, 3.661610245704651],0.1,False,False,63.68527704158572,136,19.45218941118035,16.344,in_progress,0.0
0,129.0,0.6697227806221742,2.990395059775862,-95.52939386696669,-12.359626293182373,2.7053536400198936,[-12.359626293182373, 2.7053536400198936],0.1,False,False,64.29861189608366,138,19.45218941118035,16.41,in_progress,0.0
0,130.0,0.6413009814610122,2.8534747807231065,-98.67114742829918,-6.356271505355835,0.5,[-6.356271505355835, 0.5],0.1,False,True,65.00289148199839,139,19.45218941118035,16.478,in_progress,0.0
0,131.0,0.5993136782928841,2.71726851031299,-103.31571189899007,14.643921852111816,2.7245543152093887,[14.643921852111816, 2.7245543152093887],0.5,False,True,65.7033249418794,141,19.45218941118035,16.546,in_progress,0.0
0,132.0,0.5623897508740691,2.591754739477889,-104.6513938844739,11.994030475616455,0.5,[11.994030475616455, 0.5],0.5,False,True,66.3482584010419,142,19.45218941118035,16.604,in_progress,0.0
0,133.0,0.5417712506903748,2.460294271236924,-102.16722486573332,17.445255517959595,0.7800738960504532,[17.445255517959595, 0.7800738960504532],0.5,False,True,67.02424751777687,143,19.45218941118035,16.677,in_progress,0.0
0,134.0,0.5369265307714371,2.346395028346171,-97.63029423629749,7.7601319551467896,0.9091400802135468,[7.7601319551467896, 0.9091400802135468],0.5,False,True,67.60978854132365,145,19.45218941118035,16.743,in_progress,0.0
0,135.0,0.5407587051371971,2.242953600484303,-93.80523403679851,17.111612558364868,1.304473415017128,[17.111612558364868, 1.304473415017128],0.5,False,True,68.14142906774737,146,19.45218941118035,16.807,in_progress,0.0
0,136.0,0.5516941456985741,2.1507162623237535,-90.08588895742886,25.0,1.455271728336811,[25.0, 1.455271728336811],0.5,False,True,68.61546004418841,147,19.45218941118035,16.873,in_progress,0.0
0,137.0,0.5750133124677657,2.049201413259588,-85.01243025585659,3.359765410423279,0.5,[3.359765410423279, 0.5],0.5,False,True,69.13737501712468,148,19.45218941118035,16.936,in_progress,0.0
0,138.0,0.5931048689101736,1.961674667025139,-82.68718716284488,11.754179000854492,0.5,[11.754179000854492, 0.5],0.5,False,True,69.58732607488592,149,19.45218941118035,17.01,in_progress,0.0
